employee_id,first_name,last_name,department,job_title,salary,hire_date,performance_rating,email
EMP0050,Michael,Williams,sales,Lead,63475.43,2015-05-28 00:00:00.000000,,jane.williams@company.com
EMP0051,Michael,Johnson,Sales,Associate,72149.1,2015-05-31 00:00:00.000000,1.0,jane.williams@company.com
EMP0052,Emily,Smith,HR,Lead,,2015-06-03 00:00:00.000000,3.0,sarah.smith@company.com
EMP0053,Michael,Brown,Marketing,Lead,118107.72,2015-06-06 00:00:00.000000,2.0,sarah.johnson@company.com
EMP0054,David,Johnson,HR,Senior,,2015-06-09 00:00:00.000000,1.0,michael.smith@company.com
EMP0055,Sarah,Brown,Engineering,Junior,86130.23,2015-06-12 00:00:00.000000,1.0,jane.williams@company.com
EMP0056,Sarah,Smith,  Marketing  ,Associate,86656.62,2015-06-15 00:00:00.000000,4.0,john.smith@company.com
EMP0057,Emily,Williams,Engineering,Manager,126463.93,2015-06-18 00:00:00.000000,5.0,john.johnson@company.com
EMP0058,David,Brown,HR,Junior,83630.84,2015-06-21 00:00:00.000000,4.0,sarah.smith@company.com
EMP0059,David,Brown,HR,Associate,55679.4,2015-06-24 00:00:00.000000,4.0,michael.smith@company.com
EMP0060,Emily,Jones,Sales,Associate,114062.67,2015-06-27 00:00:00.000000,1.0,jane.johnson@company.com
EMP0061,Sarah,Smith,Engineering,Senior,106337.04,2015-06-30 00:00:00.000000,4.0,michael.smith@company.com
EMP0062,Michael,Smith,HR,Senior,53573.12,2015-07-03 00:00:00.000000,1.0,sarah.williams@company.com
EMP0063,John,Smith,HR,Associate,99810.84,2015-07-06 00:00:00.000000,3.0,sarah.smith@company.com
EMP0064,David,Brown,HR,Manager,55156.26,2015-07-09 00:00:00.000000,4.0,sarah.johnson@company.com
EMP0065,Sarah,Johnson,  Operations  ,Manager,46957.06,2015-07-12 00:00:00.000000,2.0,michael.williams@company.com
EMP0066,Jane,Smith,Engineering,Manager,58435.27,2015-07-15 00:00:00.000000,4.0,john.williams@company.com
EMP0067,Sarah,Williams,HR,Lead,37570.18,2015-07-18 00:00:00.000000,1.0,john.williams@company.com
EMP0068,Michael,Johnson,finance,Junior,85885.12,2015-07-21 00:00:00.000000,,john.williams@company.com
EMP0069,Emily,Brown,Finance,Lead,95657.77,2015-07-24 00:00:00.000000,1.0,michael.smith@company.com
EMP0070,Jane,Smith,HR,Associate,92491.86,2015-07-27 00:00:00.000000,1.0,jane.williams@company.com
EMP0071,Michael,Jones,marketing,Manager,60813.92,2015-07-30 00:00:00.000000,3.0,michael.smith@company.com
EMP0072,David,Smith,Operations,Manager,72125.45,2015-08-02 00:00:00.000000,3.0,john.johnson@company.com
EMP0073,John,Jones,Engineering,Associate,78161.92,2015-08-05 00:00:00.000000,3.0,sarah.smith@company.com
EMP0074,Jane,Johnson,Operations,Junior,,2015-08-08 00:00:00.000000,3.0,sarah.williams@company.com
EMP0075,David,Brown,Operations,Associate,105337.15,2015-08-11 00:00:00.000000,1.0,john.johnson@company.com
EMP0076,Michael,Johnson,Sales,Associate,98632.1,2015-08-14 00:00:00.000000,2.0,jane.williams@company.com
EMP0077,Jane,Smith,Operations,Manager,70773.68,2015-08-17 00:00:00.000000,2.0,sarah.johnson@company.com
EMP0078,Jane,Smith,Marketing,Manager,75549.4,2015-08-20 00:00:00.000000,3.0,jane.smith@company.com
EMP0079,Sarah,Johnson,Finance,Junior,,2015-08-23 00:00:00.000000,4.0,sarah.smith@company.com
EMP0080,David,Jones,Engineering,Senior,62954.3,2015-08-26 00:00:00.000000,2.0,john.williams@company.com
EMP0081,Emily,Johnson,Sales,Manager,110334.72,2015-08-29 00:00:00.000000,4.0,michael.williams@company.com
EMP0082,Jane,Jones,Finance,Senior,64389.73,2015-09-01 00:00:00.000000,4.0,michael.smith@company.com
EMP0083,John,Brown,HR,Manager,,2015-09-04 00:00:00.000000,4.0,jane.williams@company.com
EMP0084,John,Jones,HR,Junior,80698.13,2015-09-07 00:00:00.000000,2.0,john.williams@company.com
EMP0085,Sarah,Smith,Sales,Lead,59717.26,2015-09-10 00:00:00.000000,5.0,sarah.johnson@company.com
EMP0086,Jane,Smith,Engineering,Manager,23126.13,2015-09-13 00:00:00.000000,2.0,jane.williams@company.com
EMP0087,Sarah,Jones,Sales,Associate,60856.35,2015-09-16 00:00:00.000000,5.0,john.smith@company.com
EMP0088,Sarah,Smith,Sales,Junior,71634.38,2015-09-19 00:00:00.000000,5.0,michael.williams@company.com
EMP0089,Sarah,Brown,Marketing,Senior,,2015-09-22 00:00:00.000000,1.0,michael.johnson@company.com
EMP0090,Emily,Johnson,HR,Manager,46293.02,2015-09-25 00:00:00.000000,4.0,michael.johnson@company.com
EMP0091,Jane,Jones,hr,Lead,84363.75,2015-09-28 00:00:00.000000,,jane.williams@company.com
EMP0092,Jane,Williams,Finance,Lead,49902.8,2015-10-01 00:00:00.000000,3.0,michael.johnson@company.com
EMP0093,Michael,Smith,Marketing,Lead,77912.75,2026-01-10 17:08:04.217354,1.0,jane.smith@company.com
EMP0094,Sarah,Smith,HR,Manager,78610.22,2015-10-07 00:00:00.000000,,sarah.smith@company.com
EMP0095,Sarah,Johnson,Marketing,Lead,107875.02,2015-10-10 00:00:00.000000,5.0,michael.smith@company.com
EMP0096,Sarah,Johnson,  Engineering  ,Associate,84815.44,2015-10-13 00:00:00.000000,4.0,michael.johnson@company.com
EMP0097,Sarah,Jones,Marketing,Senior,21021.1,2015-10-16 00:00:00.000000,,michael.johnson@company.com
EMP0098,John,Williams,  hr  ,Senior,24074.87,2015-10-19 00:00:00.000000,4.0,michael.williams@company.com
EMP0099,Jane,Brown,Operations,Associate,,2015-10-22 00:00:00.000000,7.0,sarah.williams@company.com
EMP0100,Sarah,Williams,Sales,Senior,86132.36,2015-10-25 00:00:00.000000,4.0,jane.williams@company.com
EMP0101,Jane,Williams,engineering,Lead,80657.65,2015-10-28 00:00:00.000000,2.0,sarah.williams@company.com
EMP0102,David,Williams,Operations,Lead,81012.73,2015-10-31 00:00:00.000000,4.0,john.williams@company.com
EMP0103,Sarah,Brown,Engineering,Associate,,2015-11-03 00:00:00.000000,5.0,sarah.williams@company.com
EMP0104,Jane,Johnson,HR,Junior,65097.71,2015-11-06 00:00:00.000000,,jane.johnson@company.com
EMP0105,Emily,Brown,Operations,Associate,30430.42,2015-11-09 00:00:00.000000,5.0,john.johnson@company.com
EMP0106,Michael,Johnson,Marketing,Associate,,2015-11-12 00:00:00.000000,4.0,michael.williams@company.com
EMP0107,Sarah,Brown,Operations,Manager,87514.69,2015-11-15 00:00:00.000000,3.0,michael.williams@company.com
EMP0108,David,Williams,Sales,Manager,72904.82,2015-11-18 00:00:00.000000,5.0,michael.smith@company.com
EMP0109,Sarah,Brown,HR,Junior,67066.16,2015-11-21 00:00:00.000000,2.0,john.williams@company.com
EMP0110,Jane,Johnson,Engineering,Associate,109690.18,2015-11-24 00:00:00.000000,2.0,jane.smith@company.com
EMP0111,Emily,Johnson,Engineering,Manager,52986.05,2015-11-27 00:00:00.000000,5.0,john.johnson@company.com
EMP0112,John,Smith,Engineering,Associate,81028.85,2015-11-30 00:00:00.000000,2.0,michael.williams@company.com
EMP0113,Emily,Smith,Engineering,Junior,,2015-12-03 00:00:00.000000,3.0,michael.williams@company.com
EMP0114,John,Williams,Engineering,Manager,,2015-12-06 00:00:00.000000,1.0,michael.williams@company.com
EMP0115,Emily,Brown,Marketing,Manager,97988.43,2015-12-09 00:00:00.000000,,john.williams@company.com
EMP0116,Sarah,Williams,sales,Senior,,2015-12-12 00:00:00.000000,4.0,john.williams@company.com
EMP0117,John,Johnson,Marketing,Lead,73392.78,2015-12-15 00:00:00.000000,5.0,jane.williams@company.com
EMP0118,Jane,Brown,Operations,Associate,114870.92,2015-12-18 00:00:00.000000,5.0,michael.smith@company.com
EMP0119,Emily,Williams,Sales,Junior,9694639.0,2015-12-21 00:00:00.000000,2.0,john.johnson@company.com
EMP0120,Jane,Williams,Marketing,Associate,77774.44,2015-12-24 00:00:00.000000,2.0,john.williams@company.com
EMP0121,John,Johnson,HR,Associate,58291.07,2015-12-27 00:00:00.000000,4.0,sarah.williams@company.com
EMP0122,Sarah,Johnson,Engineering,Associate,91531.74,2015-12-30 00:00:00.000000,3.0,michael.johnson@company.com
EMP0123,Emily,Williams,hr,Junior,74668.35,2016-01-02 00:00:00.000000,,michael.johnson@company.com
EMP0124,Jane,Jones,Sales,Lead,41485.41,2016-01-05 00:00:00.000000,5.0,john.johnson@company.com
EMP0125,Sarah,Jones,Sales,Associate,,2016-01-08 00:00:00.000000,2.0,sarah.johnson@company.com
EMP0126,David,Williams,  Finance  ,Manager,61889.29,2016-01-11 00:00:00.000000,3.0,michael.williams@company.com
EMP0127,Emily,Brown,Engineering,Senior,52348.98,2016-01-14 00:00:00.000000,1.0,michael.johnson@company.com
EMP0128,David,Jones,Engineering,Lead,61759.55,2016-01-17 00:00:00.000000,2.0,michael.johnson@company.com
EMP0129,Jane,Smith,sales,Lead,45459.7,2016-01-20 00:00:00.000000,3.0,john.williams@company.com
EMP0130,David,Williams,Finance,Associate,,2016-01-23 00:00:00.000000,2.0,john.williams@company.com
EMP0131,David,Smith,Engineering,Junior,12594.31,2016-01-26 00:00:00.000000,,jane.smith@company.com
EMP0132,Sarah,Williams,Engineering,Lead,95047.33,2016-01-29 00:00:00.000000,2.0,jane.johnson@company.com
EMP0133,David,Jones,HR,Senior,54519.48,2016-02-01 00:00:00.000000,5.0,michael.smith@company.com
EMP0134,Sarah,Brown,Marketing,Senior,68656.19,2016-02-04 00:00:00.000000,3.0,sarah.smith@company.com
EMP0135,John,Brown,finance,Junior,69010.88,2016-02-07 00:00:00.000000,3.0,michael.johnson@company.com
EMP0136,Emily,Smith,Operations,Associate,,2016-02-10 00:00:00.000000,2.0,sarah.smith@company.com
EMP0137,David,Smith,Sales,Senior,50691.38,2016-02-13 00:00:00.000000,5.0,john.williams@company.com
EMP0138,David,Williams,Marketing,Manager,95594.56,2016-02-16 00:00:00.000000,5.0,jane.johnson@company.com
EMP0139,David,Smith,hr,Senior,97907.01,2016-02-19 00:00:00.000000,4.0,john.williams@company.com
EMP0140,David,Smith,Sales,Lead,70884.05,2016-02-22 00:00:00.000000,4.0,sarah.williams@company.com
EMP0141,John,Jones,Sales,Associate,81346.24,2016-02-25 00:00:00.000000,1.0,sarah.williams@company.com
EMP0142,John,Brown,HR,Lead,129546.94,2016-02-28 00:00:00.000000,4.0,jane.johnson@company.com
EMP0143,Jane,Williams,Operations,Senior,79805.66,2016-03-02 00:00:00.000000,3.0,john.johnson@company.com
EMP0144,John,Jones,Operations,Junior,80405.84,2016-03-05 00:00:00.000000,2.0,michael.johnson@company.com
EMP0145,John,Brown,  Engineering  ,Lead,72804.12,2016-03-08 00:00:00.000000,1.0,john.williams@company.com
EMP0146,David,Brown,Operations,Lead,63707.6,2016-03-11 00:00:00.000000,,sarah.smith@company.com
EMP0147,Michael,Johnson,Engineering,Junior,,2016-03-14 00:00:00.000000,4.0,john.smith@company.com
EMP0148,Michael,Johnson,Marketing,Manager,9605151.0,2016-03-17 00:00:00.000000,1.0,jane.smith@company.com
EMP0149,Emily,Smith,Operations,Senior,57944.63,2016-03-20 00:00:00.000000,4.0,john.williams@company.com
EMP0150,Emily,Smith,Finance,Junior,,2016-03-23 00:00:00.000000,4.0,john.johnson@company.com
EMP0151,John,Johnson,Engineering,Junior,91640.19,2016-03-26 00:00:00.000000,4.0,sarah.williams@company.com
EMP0152,Jane,Jones,Finance,Associate,64651.57,2016-03-29 00:00:00.000000,1.0,michael.johnson@company.com
EMP0153,John,Williams,Sales,Lead,87057.89,2016-04-01 00:00:00.000000,3.0,michael.williams@company.com
EMP0154,Michael,Jones,HR,Senior,60869.46,2016-04-04 00:00:00.000000,1.0,jane.williams@company.com
EMP0155,David,Brown,Marketing,Junior,-90216.43,2016-04-07 00:00:00.000000,1.0,jane.smith@company.com
EMP0156,David,Brown,Engineering,Senior,71993.9,2016-04-10 00:00:00.000000,4.0,john.johnson@company.com
EMP0157,Jane,Jones,Marketing,Lead,,2016-04-13 00:00:00.000000,,michael.smith@company.com
EMP0158,Michael,Smith,Finance,Lead,117533.4,2016-04-16 00:00:00.000000,2.0,jane.williams@company.com
EMP0159,Sarah,Brown,Operations,Senior,68492.43,2016-04-19 00:00:00.000000,5.0,michael.williams@company.com
EMP0160,Jane,Jones,Operations,Manager,97602.24,2016-04-22 00:00:00.000000,2.0,sarah.williams@company.com
EMP0161,Emily,Johnson,HR,Manager,98753.54,2016-04-25 00:00:00.000000,4.0,jane.johnson@company.com
EMP0162,David,Williams,Finance,Associate,,2016-04-28 00:00:00.000000,2.0,michael.johnson@company.com
EMP0163,Sarah,Jones,marketing,Senior,66690.57,2016-05-01 00:00:00.000000,10.0,michael.smith@company.com
EMP0164,Jane,Williams,Sales,Lead,84672.59,2016-05-04 00:00:00.000000,3.0,michael.smith@company.com
EMP0165,Jane,Smith,Operations,Associate,94745.55,2016-05-07 00:00:00.000000,4.0,sarah.smith@company.com
EMP0166,John,Jones,Sales,Junior,,2016-05-10 00:00:00.000000,3.0,john.williams@company.com
EMP0167,Jane,Smith,Finance,Lead,88594.86,2016-05-13 00:00:00.000000,,jane.smith@company.com
EMP0168,Sarah,Brown,HR,Associate,105335.2,2016-05-16 00:00:00.000000,4.0,michael.williams@company.com
EMP0169,Jane,Williams,Finance,Senior,,2016-05-19 00:00:00.000000,1.0,michael.smith@company.com
EMP0170,John,Williams,Engineering,Junior,95062.51,2016-05-22 00:00:00.000000,2.0,jane.smith@company.com
EMP0171,Emily,Brown,HR,Senior,38883.85,2016-05-25 00:00:00.000000,,jane.williams@company.com
EMP0172,Jane,Jones,HR,Senior,58734.55,2016-05-28 00:00:00.000000,4.0,sarah.smith@company.com
EMP0173,Michael,Johnson,Finance,Lead,83072.66,2016-05-31 00:00:00.000000,5.0,john.williams@company.com
EMP0174,Emily,Johnson,HR,Manager,8717793.0,2016-06-03 00:00:00.000000,5.0,michael.smith@company.com
EMP0175,Michael,Williams,Sales,Junior,113453.07,2016-06-06 00:00:00.000000,4.0,jane.smith@company.com
EMP0176,Michael,Jones,Marketing,Lead,75866.8,2016-06-09 00:00:00.000000,5.0,john.williams@company.com
EMP0177,Emily,Williams,sales,Manager,64040.3,2016-06-12 00:00:00.000000,2.0,john.williams@company.com
EMP0178,Jane,Williams,HR,Senior,56006.9,2016-06-15 00:00:00.000000,1.0,john.johnson@company.com
EMP0179,Sarah,Smith,marketing,Junior,57739.13,2016-06-18 00:00:00.000000,2.0,john.johnson@company.com
EMP0180,Michael,Johnson,Engineering,Manager,83207.62,2016-06-21 00:00:00.000000,3.0,michael.johnson@company.com
EMP0181,Sarah,Jones,Finance,Lead,48721.61,2016-06-24 00:00:00.000000,1.0,john.williams@company.com
EMP0182,Jane,Williams,Operations,Junior,92062.03,2016-06-27 00:00:00.000000,1.0,michael.smith@company.com
EMP0183,Jane,Jones,HR,Associate,-66931.16,2016-06-30 00:00:00.000000,2.0,jane.williams@company.com
EMP0184,Sarah,Jones,  finance  ,Manager,105775.87,2016-07-03 00:00:00.000000,1.0,michael.williams@company.com
EMP0185,Sarah,Jones,Operations,Associate,77379.96,2016-07-06 00:00:00.000000,4.0,john.johnson@company.com
EMP0186,Michael,Johnson,Marketing,Lead,102016.93,2016-07-09 00:00:00.000000,,jane.smith@company.com
EMP0187,David,Brown,Finance,Associate,113875.96,2016-07-12 00:00:00.000000,5.0,michael.smith@company.com
EMP0188,John,Johnson,Operations,Manager,68198.32,2016-07-15 00:00:00.000000,2.0,michael.smith@company.com
EMP0189,Sarah,Jones,HR,Lead,75026.32,2016-07-18 00:00:00.000000,5.0,jane.smith@company.com
EMP0190,Michael,Johnson,HR,Lead,54485.29,2016-07-21 00:00:00.000000,2.0,michael.johnson@company.com
EMP0191,Sarah,Smith,Sales,Associate,95210.98,2016-07-24 00:00:00.000000,4.0,sarah.smith@company.com
EMP0192,Emily,Johnson,Finance,Junior,86416.76,2016-07-27 00:00:00.000000,3.0,john.williams@company.com
EMP0193,Michael,Jones,Finance,Junior,67757.72,2016-07-30 00:00:00.000000,4.0,jane.williams@company.com
EMP0194,Michael,Johnson,sales,Manager,26234.18,2016-08-02 00:00:00.000000,4.0,john.johnson@company.com
EMP0195,Sarah,Smith,Sales,Manager,68342.8,2016-08-05 00:00:00.000000,6.0,sarah.williams@company.com
EMP0196,Jane,Smith,Operations,Junior,81163.0,2016-08-08 00:00:00.000000,5.0,jane.johnson@company.com
EMP0197,Sarah,Johnson,Finance,Junior,61675.82,2016-08-11 00:00:00.000000,,john.johnson@company.com
EMP0198,Jane,Jones,Marketing,Junior,-103773.11,2016-08-14 00:00:00.000000,3.0,michael.williams@company.com
EMP0199,Sarah,Jones,Marketing,Manager,,2016-08-17 00:00:00.000000,,sarah.smith@company.com
EMP0200,Sarah,Williams,Engineering,Senior,86375.86,2016-08-20 00:00:00.000000,2.0,jane.smith@company.com
EMP0201,Sarah,Jones,  sales  ,Manager,88010.01,2016-08-23 00:00:00.000000,,sarah.williams@company.com
EMP0202,Emily,Brown,marketing,Junior,54599.12,2016-08-26 00:00:00.000000,2.0,michael.williams@company.com
EMP0203,Sarah,Jones,HR,Senior,121942.93,2016-08-29 00:00:00.000000,1.0,michael.smith@company.com
EMP0204,John,Brown,HR,Lead,,2016-09-01 00:00:00.000000,4.0,jane.smith@company.com
EMP0205,John,Brown,  Sales  ,Manager,62996.19,2016-09-04 00:00:00.000000,,jane.smith@company.com
EMP0206,David,Williams,Operations,Manager,,2016-09-07 00:00:00.000000,4.0,sarah.williams@company.com
EMP0207,David,Williams,HR,Junior,61350.97,2016-09-10 00:00:00.000000,3.0,jane.smith@company.com
EMP0208,Emily,Jones,Engineering,Senior,92823.16,2016-09-13 00:00:00.000000,2.0,john.johnson@company.com
EMP0209,John,Jones,HR,Associate,78904.92,2016-09-16 00:00:00.000000,5.0,sarah.smith@company.com
EMP0210,John,Brown,operations,Associate,78504.3,2016-09-19 00:00:00.000000,3.0,john.williams@company.com
EMP0211,David,Williams,  Engineering  ,Senior,68570.05,2016-09-22 00:00:00.000000,5.0,sarah.smith@company.com
EMP0212,Jane,Williams,Finance,Associate,62565.62,2016-09-25 00:00:00.000000,5.0,jane.williams@company.com
EMP0213,Michael,Jones,hr,Lead,45737.6,2016-09-28 00:00:00.000000,1.0,michael.williams@company.com
EMP0214,Emily,Smith,HR,Lead,77097.93,2016-10-01 00:00:00.000000,5.0,michael.johnson@company.com
EMP0215,Jane,Smith,Marketing,Manager,76192.39,2016-10-04 00:00:00.000000,2.0,sarah.johnson@company.com
EMP0216,Emily,Smith,Finance,Associate,42925.54,2016-10-07 00:00:00.000000,4.0,john.williams@company.com
EMP0217,David,Williams,Sales,Junior,59628.78,2016-10-10 00:00:00.000000,,michael.johnson@company.com
EMP0218,Jane,Smith,Sales,Manager,75206.81,2016-10-13 00:00:00.000000,1.0,sarah.johnson@company.com
EMP0219,Sarah,Smith,Engineering,Senior,73522.25,2016-10-16 00:00:00.000000,5.0,sarah.johnson@company.com
EMP0220,David,Jones,HR,Lead,-45558.82,2016-10-19 00:00:00.000000,4.0,michael.williams@company.com
EMP0221,Michael,Jones,HR,Junior,122883.35,2016-10-22 00:00:00.000000,2.0,michael.johnson@company.com
EMP0222,Michael,Johnson,Operations,Junior,,2016-10-25 00:00:00.000000,5.0,john.smith@company.com
EMP0223,David,Smith,hr,Senior,,2016-10-28 00:00:00.000000,3.0,jane.smith@company.com
EMP0224,Sarah,Brown,Marketing,Manager,58359.75,2016-10-31 00:00:00.000000,,john.johnson@company.com
EMP0225,John,Smith,  sales  ,Manager,53901.72,2016-11-03 00:00:00.000000,5.0,sarah.smith@company.com
EMP0226,Sarah,Smith,HR,Manager,56114.36,2016-11-06 00:00:00.000000,4.0,sarah.williams@company.com
EMP0227,Sarah,Smith,Finance,Senior,68494.43,2016-11-09 00:00:00.000000,4.0,jane.williams@company.com
EMP0228,Michael,Smith,Sales,Senior,,2016-11-12 00:00:00.000000,4.0,john.johnson@company.com
EMP0229,Emily,Jones,Operations,Associate,72775.1,2016-11-15 00:00:00.000000,4.0,john.williams@company.com
EMP0230,Jane,Jones,Operations,Manager,57181.44,2016-11-18 00:00:00.000000,1.0,john.johnson@company.com
EMP0231,Emily,Smith,Finance,Manager,49843.19,2016-11-21 00:00:00.000000,1.0,michael.smith@company.com
EMP0232,Jane,Johnson,Finance,Manager,93994.77,2016-11-24 00:00:00.000000,1.0,sarah.johnson@company.com
EMP0233,Jane,Johnson,operations,Lead,74910.77,2026-01-10 17:08:04.217354,4.0,john.johnson@company.com
EMP0234,Michael,Smith,Engineering,Lead,81214.6,2016-11-30 00:00:00.000000,2.0,michael.williams@company.com
EMP0235,Michael,Brown,Engineering,Manager,89553.2,2016-12-03 00:00:00.000000,3.0,michael.smith@company.com
EMP0236,Emily,Jones,Marketing,Manager,69148.07,2016-12-06 00:00:00.000000,1.0,john.williams@company.com
EMP0237,Michael,Williams,Marketing,Manager,72735.52,2016-12-09 00:00:00.000000,4.0,sarah.williams@company.com
EMP0238,John,Brown,Operations,Junior,104933.38,2016-12-12 00:00:00.000000,1.0,jane.smith@company.com
EMP0239,Emily,Jones,marketing,Junior,80105.94,2016-12-15 00:00:00.000000,3.0,jane.williams@company.com
EMP0240,John,Williams,Engineering,Manager,6348717.0,2016-12-18 00:00:00.000000,,john.williams@company.com
EMP0241,Jane,Johnson,HR,Senior,,2016-12-21 00:00:00.000000,4.0,sarah.smith@company.com
EMP0242,Sarah,Johnson,Sales,Manager,68384.27,2016-12-24 00:00:00.000000,1.0,jane.smith@company.com
EMP0243,Sarah,Jones,Sales,Associate,,2016-12-27 00:00:00.000000,2.0,sarah.johnson@company.com
EMP0244,Sarah,Jones,Engineering,Junior,66941.15,2016-12-30 00:00:00.000000,4.0,jane.williams@company.com
EMP0245,Jane,Williams,Marketing,Lead,99501.87,2017-01-02 00:00:00.000000,2.0,michael.williams@company.com
EMP0246,Sarah,Johnson,Marketing,Lead,90987.65,2017-01-05 00:00:00.000000,5.0,sarah.williams@company.com
EMP0247,Jane,Brown,Operations,Senior,,2017-01-08 00:00:00.000000,5.0,jane.williams@company.com
